Road_ID,Project_Name,Timestamp,GyroX,GyroY,GyroZ,AccelX,AccelY,AccelZ,LinAccelX,LinAccelY,LinAccelZ,SpeedKmh,SpeedGPS,Latitude,Longitude,GPSTime,GPSAcc,RecIntvl,Enumerator
5129571a-35ce-4b73-a19d-30d200f431b6,Road Conditions Assessment ,Sun Nov 30 08:23:19 GMT 2025,0.0,0.0,0.0,10.104877,0.51819503,-0.93845224,0.22764301,0.22764301,0.22764301,0.0,0.0,6.7236392,-1.4668501,1764490999422,16.122,1.0,archangelenoch@gmail.com
5129571a-35ce-4b73-a19d-30d200f431b6,Road Conditions Assessment ,Sun Nov 30 08:23:20 GMT 2025,-0.027928598,-0.04748028,-0.09267898,9.983073,-0.4018518,-0.9200468,0.5102577,0.5102577,0.5102577,0.0,0.0,6.7236392,-1.46685,1764491000423,13.52,1.0,archangelenoch@gmail.com
5129571a-35ce-4b73-a19d-30d200f431b6,Road Conditions Assessment ,Sun Nov 30 08:23:21 GMT 2025,0.060070634,-0.016820444,-0.087799385,9.8699465,0.6254104,-0.57730186,0.24989986,0.24989986,0.24989986,0.0,0.0,6.7236392,-1.46685,1764491001423,4.183,1.0,archangelenoch@gmail.com
5129571a-35ce-4b73-a19d-30d200f431b6,Road Conditions Assessment ,Sun Nov 30 08:23:22 GMT 2025,-0.054791346,0.0799554,-0.14856948,9.9960165,-0.36967972,-1.0342203,0.86380863,0.86380863,0.86380863,0.0,0.0,6.7236392,-1.4668501,1764491002423,2.244,1.0,archangelenoch@gmail.com
5129571a-35ce-4b73-a19d-30d200f431b6,Road Conditions Assessment ,Sun Nov 30 08:23:23 GMT 2025,-0.012523737,-0.023298813,-0.04055226,8.627655,0.5726631,-0.94092125,-0.1508913,-0.1508913,-0.1508913,0.0,0.0,6.7236392,-1.4668501,1764491003423,0.612,1.0,archangelenoch@gmail.com
5129571a-35ce-4b73-a19d-30d200f431b6,Road Conditions Assessment ,Sun Nov 30 08:23:24 GMT 2025,-0.055091117,-5.828867E-4,-0.07382676,9.6018715,-0.10736498,-1.1369466,-0.04594803,-0.04594803,-0.04594803,0.0,0.0,6.7236392,-1.4668501,1764491004423,0.51,1.0,archangelenoch@gmail.com
5129571a-35ce-4b73-a19d-30d200f431b6,Road Conditions Assessment ,Sun Nov 30 08:23:25 GMT 2025,0.02721248,-0.051277373,-0.1377278,9.901072,0.4233248,-1.0870423,0.55260944,0.55260944,0.55260944,0.0,0.0,6.7236392,-1.4668501,1764491005423,0.51,1.0,archangelenoch@gmail.com
5129571a-35ce-4b73-a19d-30d200f431b6,Road Conditions Assessment ,Sun Nov 30 08:23:26 GMT 2025,0.052992724,-0.051427256,-0.20824042,11.897162,0.51924247,-0.76173025,1.9220762,1.9220762,1.9220762,0.0,0.0,6.7236392,-1.4668501,1764491006423,0.51,1.0,archangelenoch@gmail.com
5129571a-35ce-4b73-a19d-30d200f431b6,Road Conditions Assessment ,Sun Nov 30 08:23:27 GMT 2025,-0.012357198,-0.021650076,-0.0782567,8.687585,-0.085891984,-1.821763,-0.43060207,-0.43060207,-0.43060207,0.0,0.0,6.7236391,-1.4668501,1764491007423,0.51,1.0,archangelenoch@gmail.com
5129571a-35ce-4b73-a19d-30d200f431b6,Road Conditions Assessment ,Sun Nov 30 08:23:28 GMT 2025,0.0035306278,-0.042833842,-0.027562212,9.915511,-0.36818334,-1.3075334,0.21750832,0.21750832,0.21750832,0.0,0.0,6.7236391,-1.4668501,1764491008423,0.51,1.0,archangelenoch@gmail.com
