Road_ID,Project_Name,Timestamp,GyroX,GyroY,GyroZ,AccelX,AccelY,AccelZ,LinAccelX,LinAccelY,LinAccelZ,SpeedKmh,SpeedGPS,Latitude,Longitude,GPSTime,GPSAcc,RecIntvl,Enumerator
424fdb90-e481-4a3e-9797-be84f18dd1bc,Road Conditions Assessment ,Sun Nov 30 09:11:32 GMT 2025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.576,0.16,6.689437,-1.596107,1764493892522,30.102,1.0,archangelenoch@gmail.com
424fdb90-e481-4a3e-9797-be84f18dd1bc,Road Conditions Assessment ,Sun Nov 30 09:11:33 GMT 2025,0.06796458,-3.330781E-5,-0.0980915,9.623718,0.34237084,-0.8885481,0.36760044,0.36760044,0.36760044,0.107999995,0.03,6.6894401,-1.5961621,1764493893457,24.745,1.0,archangelenoch@gmail.com
424fdb90-e481-4a3e-9797-be84f18dd1bc,Road Conditions Assessment ,Sun Nov 30 09:11:34 GMT 2025,0.0074942573,-0.008027182,-0.017386677,9.363648,0.051624972,-0.98304427,-0.29668522,-0.29668522,-0.29668522,0.17999998,0.049999997,6.6894252,-1.5962012,1764493894457,22.279,1.0,archangelenoch@gmail.com
424fdb90-e481-4a3e-9797-be84f18dd1bc,Road Conditions Assessment ,Sun Nov 30 09:11:35 GMT 2025,0.017886294,8.6600304E-4,0.012540391,10.06081,0.54176295,-0.06434417,0.113173485,0.113173485,0.113173485,0.0,0.0,6.6894216,-1.5961762,1764493895457,18.367,1.0,archangelenoch@gmail.com
424fdb90-e481-4a3e-9797-be84f18dd1bc,Road Conditions Assessment ,Sun Nov 30 09:11:36 GMT 2025,0.04598143,0.08418549,0.09162978,9.778219,0.025662849,-1.3261633,-0.09226704,-0.09226704,-0.09226704,0.43199998,0.12,6.6894223,-1.5961741,1764493896457,14.796,1.0,archangelenoch@gmail.com
424fdb90-e481-4a3e-9797-be84f18dd1bc,Road Conditions Assessment ,Sun Nov 30 09:11:37 GMT 2025,0.0757253,0.03650536,0.008393568,9.592295,0.88263744,-0.4906617,-0.004216194,-0.004216194,-0.004216194,0.9,0.25,6.689423,-1.5961742,1764493897457,12.415,1.0,archangelenoch@gmail.com
424fdb90-e481-4a3e-9797-be84f18dd1bc,Road Conditions Assessment ,Sun Nov 30 09:11:38 GMT 2025,-0.03578924,-0.22910777,-0.21608442,8.002245,1.512911,-3.4014125,-0.026565552,-0.026565552,-0.026565552,6.4799995,1.8,6.6894244,-1.5961742,1764493898457,5.102,1.0,archangelenoch@gmail.com
424fdb90-e481-4a3e-9797-be84f18dd1bc,Road Conditions Assessment ,Sun Nov 30 09:11:39 GMT 2025,0.0868168,0.09780838,0.25916806,9.789816,0.5001637,-0.7077859,-0.76547146,-0.76547146,-0.76547146,8.639999,2.3999999,6.6894418,-1.5961785,1764493899457,1.938,1.0,archangelenoch@gmail.com
424fdb90-e481-4a3e-9797-be84f18dd1bc,Road Conditions Assessment ,Sun Nov 30 09:11:40 GMT 2025,-0.5574062,0.10378713,-0.030060299,9.704897,-0.63633394,-2.435801,1.207015,1.207015,1.207015,12.851999,3.57,6.689467,-1.5961872,1764493900457,0.918,1.0,archangelenoch@gmail.com
424fdb90-e481-4a3e-9797-be84f18dd1bc,Road Conditions Assessment ,Sun Nov 30 09:11:41 GMT 2025,0.3350266,-0.025946783,-0.50821054,11.791967,0.27660513,-4.891279,4.7776613,4.7776613,4.7776613,17.028,4.73,6.6895038,-1.5961971,1764493901457,1.224,1.0,archangelenoch@gmail.com
